epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
89,75.0464,0.45612,0.59097,0.80205,0.90487,0.7659,0.96167,0.84337,0.46752,1.65249,0.83273,0.000709744,0.000709744,0.000709744
90,75.8337,0.4868,0.55186,0.80563,0.90487,0.7659,0.96167,0.84337,0.46752,1.65249,0.83273,0.000711514,0.000711514,0.000711514
91,76.6968,0.47715,0.55481,0.81178,0.90487,0.7659,0.96167,0.84337,0.46752,1.65249,0.83273,0.000713142,0.000713142,0.000713142
92,77.5402,0.58009,0.63289,0.8393,0.98208,0.77237,0.98389,0.85971,0.46513,1.5453,0.83815,0.000714629,0.000714629,0.000714629
93,78.2802,0.53998,0.66859,0.82038,0.98208,0.77237,0.98389,0.85971,0.46513,1.5453,0.83815,0.000715975,0.000715975,0.000715975
94,79.0706,0.49128,0.57758,0.79455,0.98208,0.77237,0.98389,0.85971,0.46513,1.5453,0.83815,0.000717179,0.000717179,0.000717179
95,80.0122,0.57752,0.60399,0.82318,0.98208,0.77237,0.98389,0.85971,0.46513,1.5453,0.83815,0.000718241,0.000718241,0.000718241
96,80.8559,0.51948,0.57613,0.83025,0.95679,0.90167,0.995,0.88709,0.45637,1.31268,0.8389,0.000719162,0.000719162,0.000719162
97,81.6606,0.49836,0.66244,0.83438,0.95679,0.90167,0.995,0.88709,0.45637,1.31268,0.8389,0.000719942,0.000719942,0.000719942
98,82.4462,0.51761,0.59178,0.8305,0.95679,0.90167,0.995,0.88709,0.45637,1.31268,0.8389,0.00072058,0.00072058,0.00072058
99,83.2414,0.4885,0.65595,0.84258,0.95679,0.90167,0.995,0.88709,0.45637,1.31268,0.8389,0.000721076,0.000721076,0.000721076
100,84.0674,0.46902,0.53237,0.81777,0.95336,0.93134,0.995,0.88191,0.44751,1.14203,0.83339,0.000721431,0.000721431,0.000721431
101,84.8221,0.53177,0.59615,0.84038,0.95336,0.93134,0.995,0.88191,0.44751,1.14203,0.83339,0.000721645,0.000721645,0.000721645
102,85.6289,0.52783,0.58628,0.84677,0.95336,0.93134,0.995,0.88191,0.44751,1.14203,0.83339,0.000714571,0.000714571,0.000714571
103,86.3938,0.48884,0.58451,0.82677,0.95336,0.93134,0.995,0.88191,0.44751,1.14203,0.83339,0.000707498,0.000707498,0.000707498
104,87.3781,0.48232,0.57598,0.81552,0.95972,0.98879,0.995,0.893,0.44543,1.03688,0.82985,0.000700424,0.000700424,0.000700424
105,88.1255,0.53896,0.62678,0.84281,0.95972,0.98879,0.995,0.893,0.44543,1.03688,0.82985,0.000693351,0.000693351,0.000693351
106,88.9506,0.468,0.5341,0.80265,0.95972,0.98879,0.995,0.893,0.44543,1.03688,0.82985,0.000686277,0.000686277,0.000686277
107,89.7253,0.47033,0.67916,0.83713,0.95972,0.98879,0.995,0.893,0.44543,1.03688,0.82985,0.000679204,0.000679204,0.000679204
108,90.5674,0.45209,0.58641,0.82168,0.97136,0.99216,0.995,0.86519,0.4623,0.8856,0.83202,0.00067213,0.00067213,0.00067213
109,91.3352,0.48621,0.58817,0.81292,0.97136,0.99216,0.995,0.86519,0.4623,0.8856,0.83202,0.000665057,0.000665057,0.000665057
110,92.1062,0.48205,0.54577,0.80392,0.97136,0.99216,0.995,0.86519,0.4623,0.8856,0.83202,0.000657983,0.000657983,0.000657983
111,92.9203,0.44327,0.5359,0.82866,0.97136,0.99216,0.995,0.86519,0.4623,0.8856,0.83202,0.000650909,0.000650909,0.000650909
112,93.727,0.48003,0.55592,0.79198,0.97949,1,0.995,0.87845,0.44103,0.77398,0.82143,0.000643836,0.000643836,0.000643836
113,94.5649,0.45899,0.58392,0.82238,0.97949,1,0.995,0.87845,0.44103,0.77398,0.82143,0.000636762,0.000636762,0.000636762
114,95.5105,0.47909,0.58615,0.79455,0.97949,1,0.995,0.87845,0.44103,0.77398,0.82143,0.000629689,0.000629689,0.000629689
115,96.2898,0.48121,0.57841,0.84291,0.97949,1,0.995,0.87845,0.44103,0.77398,0.82143,0.000622615,0.000622615,0.000622615
116,97.1249,0.47502,0.65054,0.82489,0.9767,1,0.995,0.89747,0.40143,0.74453,0.81973,0.000615542,0.000615542,0.000615542
117,97.9119,0.49885,0.57438,0.80934,0.9767,1,0.995,0.89747,0.40143,0.74453,0.81973,0.000608468,0.000608468,0.000608468
118,98.6708,0.54172,0.59146,0.79694,0.9767,1,0.995,0.89747,0.40143,0.74453,0.81973,0.000601395,0.000601395,0.000601395
119,99.4624,0.51361,0.55748,0.81937,0.9767,1,0.995,0.89747,0.40143,0.74453,0.81973,0.000594321,0.000594321,0.000594321
120,100.311,0.48937,0.56651,0.81128,0.97183,1,0.995,0.9,0.42253,0.75026,0.82803,0.000587248,0.000587248,0.000587248
121,101.101,0.47338,0.52769,0.82161,0.97183,1,0.995,0.9,0.42253,0.75026,0.82803,0.000580174,0.000580174,0.000580174
122,101.909,0.47566,0.60617,0.81517,0.97183,1,0.995,0.9,0.42253,0.75026,0.82803,0.0005731,0.0005731,0.0005731
123,102.855,0.50291,0.54982,0.80062,0.97183,1,0.995,0.9,0.42253,0.75026,0.82803,0.000566027,0.000566027,0.000566027
124,103.676,0.44393,0.51026,0.81781,0.96716,1,0.995,0.90692,0.4208,0.76915,0.82629,0.000558953,0.000558953,0.000558953
125,104.467,0.4254,0.53754,0.80832,0.96716,1,0.995,0.90692,0.4208,0.76915,0.82629,0.00055188,0.00055188,0.00055188
126,105.254,0.39429,0.53203,0.81949,0.96716,1,0.995,0.90692,0.4208,0.76915,0.82629,0.000544806,0.000544806,0.000544806
127,106.105,0.46583,0.53905,0.79377,0.96716,1,0.995,0.90692,0.4208,0.76915,0.82629,0.000537733,0.000537733,0.000537733
128,107.02,0.40327,0.54541,0.79697,0.9659,1,0.995,0.90623,0.41858,0.72637,0.82474,0.000530659,0.000530659,0.000530659
129,107.785,0.4508,0.58076,0.81906,0.9659,1,0.995,0.90623,0.41858,0.72637,0.82474,0.000523586,0.000523586,0.000523586
130,108.544,0.43402,0.54349,0.81361,0.9659,1,0.995,0.90623,0.41858,0.72637,0.82474,0.000516512,0.000516512,0.000516512
131,109.401,0.39012,0.64237,0.82793,0.9659,1,0.995,0.90623,0.41858,0.72637,0.82474,0.000509438,0.000509438,0.000509438
132,110.259,0.4752,0.53796,0.8071,0.96654,1,0.995,0.90645,0.39984,0.67,0.81988,0.000502365,0.000502365,0.000502365
133,111.199,0.41815,0.51552,0.80354,0.96654,1,0.995,0.90645,0.39984,0.67,0.81988,0.000495291,0.000495291,0.000495291
134,111.96,0.47007,0.54285,0.78452,0.96654,1,0.995,0.90645,0.39984,0.67,0.81988,0.000488218,0.000488218,0.000488218
135,112.718,0.4321,0.53311,0.80171,0.96654,1,0.995,0.90645,0.39984,0.67,0.81988,0.000481144,0.000481144,0.000481144
136,113.565,0.44035,0.62174,0.81439,0.96702,1,0.995,0.91456,0.39226,0.62844,0.8175,0.000474071,0.000474071,0.000474071
137,114.345,0.47512,0.55908,0.7854,0.96702,1,0.995,0.91456,0.39226,0.62844,0.8175,0.000466997,0.000466997,0.000466997
138,115.136,0.48253,0.54472,0.84748,0.96702,1,0.995,0.91456,0.39226,0.62844,0.8175,0.000459924,0.000459924,0.000459924
139,115.975,0.43271,0.55108,0.81409,0.96702,1,0.995,0.91456,0.39226,0.62844,0.8175,0.00045285,0.00045285,0.00045285
140,116.838,0.40438,0.52415,0.8177,0.97154,1,0.995,0.90242,0.41696,0.57992,0.82121,0.000445777,0.000445777,0.000445777
141,117.637,0.4208,0.48474,0.79534,0.97154,1,0.995,0.90242,0.41696,0.57992,0.82121,0.000438703,0.000438703,0.000438703
142,118.563,0.52155,0.51063,0.82481,0.97154,1,0.995,0.90242,0.41696,0.57992,0.82121,0.000431629,0.000431629,0.000431629
143,119.352,0.44543,0.5113,0.79914,0.97154,1,0.995,0.90242,0.41696,0.57992,0.82121,0.000424556,0.000424556,0.000424556
144,120.184,0.45671,0.49379,0.80828,0.98085,1,0.995,0.90241,0.40932,0.52344,0.82018,0.000417482,0.000417482,0.000417482
145,120.958,0.45192,0.52231,0.83081,0.98085,1,0.995,0.90241,0.40932,0.52344,0.82018,0.000410409,0.000410409,0.000410409
146,121.781,0.435,0.49645,0.81962,0.98085,1,0.995,0.90241,0.40932,0.52344,0.82018,0.000403335,0.000403335,0.000403335
147,122.534,0.4458,0.5503,0.80769,0.98085,1,0.995,0.90241,0.40932,0.52344,0.82018,0.000396262,0.000396262,0.000396262
148,123.363,0.42762,0.47692,0.8033,0.98981,1,0.995,0.89878,0.40348,0.4812,0.81982,0.000389188,0.000389188,0.000389188
149,124.11,0.38706,0.51438,0.85078,0.98981,1,0.995,0.89878,0.40348,0.4812,0.81982,0.000382115,0.000382115,0.000382115
150,124.899,0.43946,0.53264,0.80747,0.98981,1,0.995,0.89878,0.40348,0.4812,0.81982,0.000375041,0.000375041,0.000375041
151,125.856,0.39317,0.50229,0.7993,0.98981,1,0.995,0.89878,0.40348,0.4812,0.81982,0.000367967,0.000367967,0.000367967
152,126.652,0.42929,0.46629,0.81264,0.98997,1,0.995,0.89569,0.40586,0.46365,0.82348,0.000360894,0.000360894,0.000360894
153,127.445,0.48503,0.48835,0.81959,0.98997,1,0.995,0.89569,0.40586,0.46365,0.82348,0.00035382,0.00035382,0.00035382
154,128.282,0.4271,0.54346,0.80047,0.98997,1,0.995,0.89569,0.40586,0.46365,0.82348,0.000346747,0.000346747,0.000346747
155,129.05,0.41292,0.50874,0.81026,0.98997,1,0.995,0.89569,0.40586,0.46365,0.82348,0.000339673,0.000339673,0.000339673
156,129.911,0.45826,0.47148,0.83513,0.99,1,0.995,0.92085,0.37902,0.46971,0.82028,0.0003326,0.0003326,0.0003326
157,130.688,0.41346,0.49162,0.79941,0.99,1,0.995,0.92085,0.37902,0.46971,0.82028,0.000325526,0.000325526,0.000325526
158,131.513,0.42163,0.46152,0.80682,0.99,1,0.995,0.92085,0.37902,0.46971,0.82028,0.000318453,0.000318453,0.000318453
159,132.27,0.39214,0.45891,0.82676,0.99,1,0.995,0.92085,0.37902,0.46971,0.82028,0.000311379,0.000311379,0.000311379
160,133.145,0.43125,0.48849,0.81269,0.98875,1,0.995,0.91114,0.36914,0.45638,0.8203,0.000304306,0.000304306,0.000304306
161,134.114,0.41763,0.44886,0.80325,0.98875,1,0.995,0.91114,0.36914,0.45638,0.8203,0.000297232,0.000297232,0.000297232
162,134.966,0.41866,0.45205,0.81042,0.98875,1,0.995,0.91114,0.36914,0.45638,0.8203,0.000290158,0.000290158,0.000290158
163,135.747,0.43956,0.4646,0.78651,0.98875,1,0.995,0.91114,0.36914,0.45638,0.8203,0.000283085,0.000283085,0.000283085
164,136.614,0.42558,0.50971,0.81864,0.98881,1,0.995,0.90503,0.35828,0.43872,0.8175,0.000276011,0.000276011,0.000276011
165,137.425,0.41141,0.458,0.80668,0.98881,1,0.995,0.90503,0.35828,0.43872,0.8175,0.000268938,0.000268938,0.000268938
166,138.209,0.43355,0.46151,0.82199,0.98881,1,0.995,0.90503,0.35828,0.43872,0.8175,0.000261864,0.000261864,0.000261864
167,139.02,0.40864,0.4901,0.8129,0.98881,1,0.995,0.90503,0.35828,0.43872,0.8175,0.000254791,0.000254791,0.000254791
168,139.863,0.39785,0.5288,0.81817,0.98959,1,0.995,0.91958,0.35797,0.42778,0.81425,0.000247717,0.000247717,0.000247717
169,140.702,0.39854,0.42786,0.81071,0.98959,1,0.995,0.91958,0.35797,0.42778,0.81425,0.000240644,0.000240644,0.000240644
170,141.658,0.40068,0.47735,0.81672,0.98959,1,0.995,0.91958,0.35797,0.42778,0.81425,0.00023357,0.00023357,0.00023357
171,142.437,0.41568,0.45843,0.77762,0.98959,1,0.995,0.91958,0.35797,0.42778,0.81425,0.000226497,0.000226497,0.000226497
172,143.27,0.43237,0.44136,0.80891,0.99017,1,0.995,0.91998,0.36982,0.4152,0.81355,0.000219423,0.000219423,0.000219423
173,144.061,0.40363,0.45291,0.81833,0.99017,1,0.995,0.91998,0.36982,0.4152,0.81355,0.000212349,0.000212349,0.000212349
174,144.866,0.39968,0.46412,0.80663,0.99017,1,0.995,0.91998,0.36982,0.4152,0.81355,0.000205276,0.000205276,0.000205276
175,145.678,0.4711,0.56309,0.812,0.99017,1,0.995,0.91998,0.36982,0.4152,0.81355,0.000198202,0.000198202,0.000198202
176,146.527,0.37596,0.42107,0.82095,0.98999,1,0.995,0.91383,0.36815,0.39957,0.81416,0.000191129,0.000191129,0.000191129
177,147.319,0.45029,0.49793,0.79937,0.98999,1,0.995,0.91383,0.36815,0.39957,0.81416,0.000184055,0.000184055,0.000184055
178,148.114,0.42442,0.47642,0.80781,0.98999,1,0.995,0.91383,0.36815,0.39957,0.81416,0.000176982,0.000176982,0.000176982
179,149.089,0.41503,0.44374,0.80935,0.98999,1,0.995,0.91383,0.36815,0.39957,0.81416,0.000169908,0.000169908,0.000169908
180,149.927,0.35927,0.45024,0.78388,0.99057,1,0.995,0.91649,0.35752,0.39005,0.81408,0.000162835,0.000162835,0.000162835
181,150.741,0.32503,0.42855,0.76648,0.99057,1,0.995,0.91649,0.35752,0.39005,0.81408,0.000155761,0.000155761,0.000155761
182,151.524,0.37719,0.48394,0.80806,0.99057,1,0.995,0.91649,0.35752,0.39005,0.81408,0.000148687,0.000148687,0.000148687
183,152.33,0.31485,0.44414,0.7798,0.99057,1,0.995,0.91649,0.35752,0.39005,0.81408,0.000141614,0.000141614,0.000141614
184,153.131,0.3685,0.45813,0.81448,0.99075,1,0.995,0.93781,0.34669,0.38712,0.81381,0.00013454,0.00013454,0.00013454
185,153.941,0.42788,0.44082,0.79986,0.99075,1,0.995,0.93781,0.34669,0.38712,0.81381,0.000127467,0.000127467,0.000127467
186,154.781,0.39073,0.44371,0.8001,0.99075,1,0.995,0.93781,0.34669,0.38712,0.81381,0.000120393,0.000120393,0.000120393
187,155.582,0.39733,0.44287,0.78551,0.99075,1,0.995,0.93781,0.34669,0.38712,0.81381,0.00011332,0.00011332,0.00011332
188,156.495,0.3804,0.44364,0.78591,0.99115,1,0.995,0.90904,0.34938,0.3852,0.81477,0.000106246,0.000106246,0.000106246
189,157.459,0.40033,0.47391,0.81282,0.99115,1,0.995,0.90904,0.34938,0.3852,0.81477,9.91726e-05,9.91726e-05,9.91726e-05
