epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,203.672,0.31485,0.44414,0.7798,0.99057,1,0.995,0.91649,0.35752,0.39005,0.81408,0.000141614,0.000141614,0.000141614
184,204.783,0.3685,0.45813,0.81448,0.99075,1,0.995,0.93781,0.34669,0.38712,0.81381,0.00013454,0.00013454,0.00013454
185,205.858,0.42788,0.44082,0.79986,0.99075,1,0.995,0.93781,0.34669,0.38712,0.81381,0.000127467,0.000127467,0.000127467
186,206.952,0.39073,0.44371,0.8001,0.99075,1,0.995,0.93781,0.34669,0.38712,0.81381,0.000120393,0.000120393,0.000120393
187,208.229,0.39733,0.44287,0.78551,0.99075,1,0.995,0.93781,0.34669,0.38712,0.81381,0.00011332,0.00011332,0.00011332
188,209.374,0.3804,0.44364,0.78591,0.99115,1,0.995,0.90904,0.34938,0.3852,0.81477,0.000106246,0.000106246,0.000106246
189,210.37,0.40033,0.47391,0.81282,0.99115,1,0.995,0.90904,0.34938,0.3852,0.81477,9.91726e-05,9.91726e-05,9.91726e-05
190,211.335,0.37793,0.44436,0.79611,0.99115,1,0.995,0.90904,0.34938,0.3852,0.81477,9.20991e-05,9.20991e-05,9.20991e-05
191,221.538,0.37404,0.48807,0.77373,0.99115,1,0.995,0.90904,0.34938,0.3852,0.81477,8.50255e-05,8.50255e-05,8.50255e-05
192,222.778,0.39704,0.4857,0.82517,0.99122,1,0.995,0.90778,0.34563,0.38482,0.81539,7.7952e-05,7.7952e-05,7.7952e-05
193,223.875,0.3422,0.45888,0.8032,0.99122,1,0.995,0.90778,0.34563,0.38482,0.81539,7.08784e-05,7.08784e-05,7.08784e-05
194,224.896,0.40177,0.52393,0.79977,0.99122,1,0.995,0.90778,0.34563,0.38482,0.81539,6.38049e-05,6.38049e-05,6.38049e-05
195,225.896,0.38074,0.50005,0.79483,0.99122,1,0.995,0.90778,0.34563,0.38482,0.81539,5.67313e-05,5.67313e-05,5.67313e-05
196,226.94,0.38281,0.47862,0.79371,0.9913,1,0.995,0.90756,0.34692,0.38012,0.81583,4.96578e-05,4.96578e-05,4.96578e-05
197,228.134,0.36327,0.48058,0.77697,0.9913,1,0.995,0.90756,0.34692,0.38012,0.81583,4.25842e-05,4.25842e-05,4.25842e-05
198,229.121,0.366,0.4718,0.81625,0.9913,1,0.995,0.90756,0.34692,0.38012,0.81583,3.55107e-05,3.55107e-05,3.55107e-05
199,230.096,0.37638,0.46773,0.77487,0.9913,1,0.995,0.90756,0.34692,0.38012,0.81583,2.84371e-05,2.84371e-05,2.84371e-05
200,231.16,0.33156,0.45447,0.79929,0.99143,1,0.995,0.91085,0.34791,0.37527,0.81587,2.13636e-05,2.13636e-05,2.13636e-05
